genres,id,original_language,release_date,runtime,title,vote_average,director
Action,540,en,1/21/2004,91,D.E.B.S.,5.6,Angela Robinson
Crime Action,370464,en,1/8/2016,111,The Masked Saint,2.9,Warren P. Sonoda
Crime Drama Mystery Thriller,20055,en,9/27/2008,98,The Betrayed,5.2,Amanda Gusack
Action Crime Comedy Thriller,224569,en,9/16/1999,104,Taxman,2,Avi Nesher
Drama,395766,en,4/29/2016,200,The Secret,0,Nick Murphy 
Horror Thriller Mystery,39303,en,4/25/2009,96,2:13,4.6,Charles Adelman
Action Animation,142061,en,1/18/2013,78,"Batman: The Dark Knight Returns, Part 2",7.9,Jay Oliva
Documentary,370662,en,9/4/2015,100,Time to Choose,0,Charles Ferguson
Action Adventure Drama Fantasy,252360,en,12/27/2013,85,In the Name of the King III,3.3,Uwe Boll
Action Drama Thriller,256740,en,3/4/2014,92,Wicked Blood,5.3,Mark Young
Drama,299145,en,6/5/2015,86,Stranded,5,"Daniel Petrie, Jr."
Crime Mystery Thriller,241766,en,1/6/2014,90,Lords of London,3.6,Antonio Simoncini
Comedy Music,12535,en,12/25/1977,94,High Anxiety,6.5,Mel Brooks
Documentary Family,1667,fr,1/26/2005,80,March of the Penguins,6.9,Luc Jacquet
Thriller Drama,50839,en,9/28/2011,107,Margin Call,6.7,J.C. Chandor
Drama,86549,en,6/9/2011,100,August,6.2,Eldar Rapaport
Comedy Drama,13973,en,9/26/2008,92,Choke,6,Clark Gregg
Drama,244786,en,10/10/2014,105,Whiplash,8.3,Damien Chazelle
Drama Crime,598,pt,2/5/2002,130,City of God,8.1,Fernando Meirelles
Comedy Drama,11129,en,6/4/1999,99,Human Traffic,6.8,Justin Kerrigan
Drama Music,75861,en,3/13/2015,118,To Write Love on Her Arms,6.8,Nathan Frankowski
Mystery Drama Crime Thriller,13551,en,11/7/2006,85,The Dead Girl,6.4,Karen Moncrieff
Drama,103663,da,8/28/2012,115,The Hunt,7.9,Thomas Vinterberg
Comedy Family,850,en,11/18/1983,94,A Christmas Story,7.4,Bob Clark
Drama Romance,12586,en,9/9/2006,91,Bella,6.7,Alejandro Monteverde
Action Drama Horror Crime Thriller,11564,en,8/20/1982,98,Class of 1984,6.2,Mark L. Lester
Comedy,301748,en,11/8/2014,96,The Opposite Sex,4.1,Jonathan Silverman
Romance Drama,108346,en,10/29/1999,92,Dreaming of Joseph Lees,8,Eric Styles
Drama,8841,fr,9/24/2008,128,The Class,6.8,Laurent Cantet
Horror Drama Mystery,805,en,6/12/1968,136,Rosemary's Baby,7.5,Roman Polanski
Western,11697,en,4/22/1962,123,The Man Who Shot Liberty Valance,7.4,John Ford
Drama Romance,22051,en,7/29/2009,99,Adam,6.9,Max Mayer
Drama Thriller Crime,436,es,1/18/2004,101,Maria Full of Grace,6.9,Joshua Marston
Drama Romance Comedy,55347,en,9/11/2010,105,Beginners,6.8,Mike Mills
Action Comedy Horror,10070,en,10/14/2005,95,Feast,6.1,John Gulager
Comedy,8469,en,7/27/1978,109,Animal House,7,John Landis
Adventure Action Thriller,658,en,9/17/1964,110,Goldfinger,7.2,Guy Hamilton
Science Fiction Horror,125490,en,9/19/2012,110,Antiviral,5.7,Brandon Cronenberg
Drama Family Fantasy,1585,en,12/20/1946,130,It's a Wonderful Life,8,Frank Capra
Drama Crime,627,en,2/23/1996,93,Trainspotting,7.8,Danny Boyle
Comedy,23618,en,8/18/2000,115,The Original Kings of Comedy,6.3,Spike Lee
Horror Thriller,41436,en,10/20/2010,91,Paranormal Activity 2,5.7,Tod Williams
Comedy Romance,10162,en,9/15/1998,91,Waking Ned,7.4,Kirk Jones
Documentary,1430,en,10/9/2002,120,Bowling for Columbine,7.3,Michael Moore
Drama,259943,zh,5/16/2014,111,Coming Home,6.9,Zhang Yimou
Horror,10014,en,10/31/1985,87,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,Jack Sholder
Drama Romance,11257,en,12/13/1985,117,A Room with a View,6.9,James Ivory
Science Fiction Horror Thriller,158015,en,5/31/2013,86,The Purge,6,James DeMonaco
Horror Thriller Mystery,82507,en,3/29/2012,110,Sinister,6.7,Scott Derrickson
Comedy,20337,en,8/1/2002,113,Martin Lawrence Live: Runteldat,5,Martin Lawrence
Drama Romance,261,en,2/17/1958,108,Cat on a Hot Tin Roof,7.6,Richard Brooks
Adventure Science Fiction Mystery,1685,en,5/1/1970,95,Beneath the Planet of the Apes,6.2,Ted Post
Comedy Family Drama,20737,en,8/1/1997,98,Air Bud,5.3,Charles Martin Smith
Adventure Fantasy Animation Action Family,10991,ja,7/8/2000,93,Pokémon: Spell of the Unknown,5.9,Michael Haigney
Horror Mystery Thriller,10225,en,8/1/1986,86,Friday the 13th Part VI: Jason Lives,5.7,Tom McLoughlin
Drama History War,826,en,10/2/1957,161,The Bridge on the River Kwai,7.7,David Lean
Comedy Family Science Fiction,34086,en,4/27/1990,100,Spaced Invaders,4.7,Patrick Read Johnson
Comedy Crime Thriller,5854,en,4/9/1976,121,Family Plot,6.7,Alfred Hitchcock
Comedy Drama Romance,284,en,6/15/1960,125,The Apartment,8.1,Billy Wilder
Fantasy Horror Thriller,10285,en,8/13/1993,87,Jason Goes to Hell: The Final Friday,4.2,Adam Marcus
Mystery Thriller,5780,en,7/13/1966,128,Torn Curtain,6.4,Alfred Hitchcock
Comedy Documentary Music,292,en,9/12/2005,100,Dave Chappelle's Block Party,6.4,Michel Gondry
Romance Thriller Western,223485,en,4/16/2015,84,Slow West,6.6,John Maclean
Drama Music Romance,29463,en,10/25/1985,97,Krush Groove,7,Michael Schultz
Action Comedy Crime,18065,en,2/6/2009,84,Next Day Air,5.3,Benny Boom
Drama,22013,en,6/19/1960,146,Elmer Gantry,7.3,Richard Brooks
Drama History,821,en,12/1/1961,186,Judgment at Nuremberg,7.6,Stanley Kramer
Comedy Romance,53862,en,5/12/1999,94,Trippin',4.5,David Raynr
Western,3089,en,8/26/1948,133,Red River,7.3,Howard Hawks
Comedy Romance,30139,en,1/1/2006,99,Phat Girlz,3.7,Nnegest Likk\u00e9
Romance Drama,132344,en,4/5/2013,108,Before Midnight,7.4,Richard Linklater
Comedy Fantasy Family,15582,en,11/20/1987,95,Teen Wolf Too,3.8,Christopher Leitch
Action Horror Science Fiction Thriller,15158,en,7/8/1988,97,Phantasm II,6.3,Don Coscarelli
Drama,44634,en,9/30/2004,94,Woman Thou Art Loosed,5,Michael Schultz
Comedy Drama,30309,en,1/1/2002,86,Real Women Have Curves,5.8,Patricia Cardoso
Drama Foreign Romance,7509,en,9/8/2005,115,Water,6.8,Deepa Mehta
Comedy,10557,en,5/14/1999,97,East Is East,6.5,Damien O'Donnell
Comedy Romance,23531,en,9/1/2000,82,Whipped,3.1,Peter M. Cohen
Drama History Romance,28005,en,9/11/1996,117,Kama Sutra - A Tale of Love,5.7,Mira Nair
Comedy Drama,40247,en,1/22/2010,90,Please Give,6,Nicole Holofcener
Family Fantasy,252,en,6/29/1971,100,Willy Wonka & the Chocolate Factory,7.4,Mel Stuart
Fantasy Horror Science Fiction,24126,en,5/1/1993,98,Warlock: The Armageddon,5.2,Anthony Hickox
Comedy Crime,13982,en,4/18/1997,95,8 Heads in a Duffel Bag,5.4,Tom Schulman
Drama Romance,16642,en,9/13/1978,94,Days of Heaven,7.6,Terrence Malick
Drama,17734,en,9/2/2001,104,Thirteen Conversations About One Thing,6.4,Jill Sprecher
Comedy,18892,en,1/30/1999,87,Jawbreaker,5.9,Darren Stein
Drama History,549,en,8/9/1996,108,Basquiat,6.6,Julian Schnabel
Comedy Drama,121986,en,5/17/2013,86,Frances Ha,7.2,Noah Baumbach
Crime Drama,868,af,8/18/2005,94,Tsotsi,6.9,Gavin Hood
Comedy Drama,10683,en,10/16/1998,139,Happiness,7.4,Todd Solondz
Comedy Documentary,17995,en,4/4/2003,89,DysFunktional Family,6.1,George Gallo
Comedy Horror,246403,en,9/19/2014,102,Tusk,5.1,Kevin Smith
Drama Thriller Mystery Action,670,ko,1/1/2003,120,Oldboy,8,Park Chan-wook
Action Drama Family Thriller,35691,en,4/9/2010,110,Letters to God,6.5,David Nixon
Action Comedy Thriller,49010,en,5/6/2011,86,Hobo with a Shotgun,5.7,Jason Eisener
Action Comedy,317930,es,3/31/2016,101,Compadres,5.2,Enrique Begn\u00e9
Comedy Drama Thriller,11229,en,8/23/1996,110,Freeway,6.5,Matthew Bright
TV Movie Action Drama Family,22488,en,10/6/2006,87,Love's Abiding Joy,5.8,Michael Landon Jr.
Drama,24469,en,5/14/2009,123,Fish Tank,6.9,Andrea Arnold
Comedy Romance,82533,en,4/6/2012,99,Damsels in Distress,5.6,Whit Stillman
Horror Science Fiction Thriller,50942,en,5/17/1998,176,Creature,4,Stuart Gillard
Comedy Romance,84174,en,8/6/2012,87,Bachelorette,5.3,Leslye Headland
Drama Music Family,34099,en,4/25/2004,120,Brave New Girl,3.7,Bobby Roth
Comedy,79940,en,3/2/2012,94,Tim and Eric's Billion Dollar Movie,5.2,Tim Heidecker
Comedy Drama,342,de,9/2/2004,98,Summer Storm,6.7,Marco Kreuzpaintner
War Drama History,281230,en,1/1/2014,0,Fort McCoy,6.3,Michael Worth
Horror Thriller,38033,en,10/1/2010,96,Chain Letter,3.9,Deon Taylor
Drama Comedy,100975,en,10/21/1999,97,Just Looking,5.8,Jason Alexander
Science Fiction,38541,en,3/13/2011,112,The Divide,5.7,Xavier Gens
Drama Horror Romance,39563,en,4/24/2009,88,The Eclipse,6.1,Conor McPherson
Thriller Horror,234212,en,2/12/2015,83,Demonic,4.9,Will Canon
Comedy,27404,en,3/4/2005,80,My Big Fat Independent Movie,3,Philip Zlotorynski
Comedy Family,170480,en,6/15/2010,90,The Deported,0,Lance Kawas
Drama,71866,en,9/14/2009,96,Tanner Hall,5.4,Francesca Gregorini
Action Drama Thriller,192210,en,4/12/2013,85,Open Road,5.2,M\u00e1rcio Garcia
Comedy,180296,en,6/27/2014,84,They Came Together,5.3,David Wain
Comedy,157058,en,1/14/2013,80,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.9,Craig Moss
Drama Action,70006,en,9/13/2011,90,Never Back Down 2: The Beatdown,5.8,Michael Jai White
Action Crime Drama Thriller,26039,en,8/30/1967,92,Point Blank,7.1,John Boorman
Drama Comedy,79587,en,1/15/2009,100,Four Single Fathers,0,Paolo Monico
Thriller,176077,en,3/11/2013,88,Enter the Dangerous Mind,4.8,Youssef Delara
Mystery Thriller,260947,en,4/4/2014,95,Something Wicked,4.6,Darin Scott
Thriller,342502,en,8/7/2015,79,AWOL-72,2.8,Christian Sesma
,191229,en,4/1/1988,88,Iguana,6,Monte Hellman
Action Crime Thriller,43213,en,10/10/2009,95,Chicago Overcoat,6.1,Brian Caunter
Comedy Drama Romance,44594,en,3/13/2010,95,Barry Munday,6.3,Chris D'Arienzo
Drama,666,pt,1/16/1998,113,Central Station,7.6,Walter Salles
Comedy Drama,248,en,12/18/1961,136,Pocketful of Miracles,7.3,Frank Capra
Crime Action,325173,en,12/11/2015,80,Close Range,4.9,Isaac Florentine
Comedy Drama Romance,55831,en,8/5/2005,105,Boynton Beach Club,6.8,
Thriller Mystery Drama Horror,351043,en,8/14/2015,90,Amnesiac,4.1,Michael Polish
Documentary,43942,en,10/1/2010,93,Freakonomics,6.6,Heidi Ewing
Horror Thriller Mystery,10226,fr,6/18/2003,91,High Tension,6.6,Alexandre Aja
Romance Comedy Drama,66942,en,8/19/2011,93,Griff the Invisible,6.1,Leon Ford
Thriller Action Horror,356483,en,10/16/2015,89,Unnatural,4.3,Hank Braxtan
Drama,10476,en,7/22/2005,116,Hustle & Flow,6.9,Craig Brewer
Comedy Romance,239,en,3/18/1959,122,Some Like It Hot,8,Billy Wilder
Horror Thriller,10281,en,5/13/1988,88,Friday the 13th Part VII: The New Blood,5.3,John Carl Buechler
Adventure Family Fantasy,630,en,8/15/1939,102,The Wizard of Oz,7.4,Victor Fleming
Comedy Science Fiction,3034,en,12/15/1974,106,Young Frankenstein,7.7,Mel Brooks
Horror Action Science Fiction,13025,en,9/8/2007,95,Diary of the Dead,5.4,George A. Romero
Comedy Drama Romance,21461,en,1/1/2006,144,Lage Raho Munna Bhai,7.6,Rajkumar Hirani
Drama,55306,en,6/13/1997,112,Ulee's Gold,6.5,Victor Nunez
Adventure Family,17264,en,10/17/1979,118,The Black Stallion,7,Carroll Ballard
,346081,en,6/26/2015,0,Sardaarji,9.5,Rohit Jugraj
Action Adventure Animation Comedy Science Fiction,16016,en,9/26/2008,90,Journey to Saturn,4.9,Kresten Vestbjerg Andersen
Adventure Comedy Romance,15875,en,6/12/1963,109,Donovan's Reef,6,John Ford
Comedy Drama,5900,nl,3/21/1996,103,The Dress,7,Alex van Warmerdam
Drama Romance War,43306,en,3/1/1944,120,A Guy Named Joe,6,Victor Fleming
Western Comedy,11072,en,2/7/1974,93,Blazing Saddles,7.2,Mel Brooks
Horror Thriller,9730,en,4/13/1984,91,Friday the 13th: The Final Chapter,5.9,Joseph Zito
Drama,209274,pl,10/25/2013,80,Ida,7.1,Pawe\u0142 Pawlikowski
Drama Romance,26371,en,9/18/1987,134,Maurice,7.1,James Ivory
Comedy,14137,en,9/15/2006,86,Beer League,5.3,Frank Sebastiano
Documentary,291,en,7/9/2004,105,Riding Giants,7.6,Stacy Peralta
Science Fiction Thriller,14139,es,9/20/2007,92,Timecrimes,7,Nacho Vigalondo
Action Adventure Comedy Drama Foreign,33106,zh,1/20/2009,99,Silver Medalist,7.4,Ning Hao
Horror Thriller,8875,en,12/7/2007,97,Timber Falls,5.2,Tony Giglio
Comedy Music Romance,872,en,4/10/1952,103,Singin' in the Rain,7.8,Stanley Donen
Documentary,72914,en,4/16/2010,97,"Fat, Sick & Nearly Dead",7.1,Joe Cross
Comedy Horror,139038,en,1/11/2013,86,A Haunted House,5.4,Michael Tiddes
Documentary,126509,en,7/13/2012,87,2016: Obama's America,4.6,John Sullivan
Comedy Drama,9591,en,10/4/1996,108,That Thing You Do!,6.8,Tom Hanks
Horror Mystery Science Fiction,10676,en,10/22/1982,98,Halloween III: Season of the Witch,5,Tommy Lee Wallace
Action Science Fiction,1687,en,5/20/1971,98,Escape from the Planet of the Apes,6.3,Don Taylor
Action Drama Western,24748,en,5/29/1963,112,Hud,7.5,Martin Ritt
Comedy Documentary,181330,en,7/3/2013,74,Kevin Hart: Let Me Explain,7.1,Leslie Small
Drama Romance,468,en,10/17/1991,104,My Own Private Idaho,7.1,Gus Van Sant
Comedy Drama Romance,401,en,7/28/2004,102,Garden State,7.1,Zach Braff
Drama Romance,76,en,1/27/1995,105,Before Sunrise,7.7,Richard Linklater
Horror Mystery Thriller,50538,fr,10/3/2003,100,Evil Words,6.9,\u00c9ric Tessier
Comedy Drama Romance,25636,en,9/5/1999,107,Jesus' Son,6.7,Alison Maclean
Comedy Romance,19316,en,9/12/2004,91,Saving Face,6.8,Alice Wu
Drama,21074,en,11/16/2007,102,Brick Lane,5.2,Sarah Gavron
Science Fiction Comedy Drama Crime,84329,en,8/16/2012,85,Robot & Frank,6.8,Jake Schreier
Drama Romance,20,en,3/7/2003,106,My Life Without Me,7.2,Isabel Coixet
Comedy Drama Romance,157386,en,8/2/2013,95,The Spectacular Now,6.8,James Ponsoldt
Comedy Documentary,13007,en,10/1/2008,101,Religulous,7.2,Larry Charles
Documentary Drama,13518,en,11/14/2008,90,Fuel,7,Joshua Tickell
Drama,116584,en,4/24/2006,100,Valley of the Heart's Delight,7,Tim Boxell
Drama,46849,en,8/24/2007,100,Eye of the Dolphin,7.1,Michael D. Sellers
Documentary,40428,en,1/1/2010,80,8: The Mormon Proposition,5.5,Reed Cowan
Comedy Romance,17334,en,10/29/2008,106,The Other End of the Line,6.1,James Dodson
Horror Thriller,1698,de,2/3/2000,103,Anatomy,6.1,Stefan Ruzowitzky
Drama Science Fiction Thriller,20764,en,12/10/2008,90,Sleep Dealer,6,Alex Rivera
Comedy Action Drama,45132,en,9/9/2010,96,Super,6.6,James Gunn
Comedy Family,76706,en,12/1/2010,89,Christmas Mail,5,John Murlowski
Comedy Horror,254472,de,7/3/2015,87,Stung,4.9,Benni Diez
Horror,332285,en,9/2/2016,94,Antibirth,4.8,Danny Perez
Drama,49471,en,10/16/1996,120,Get on the Bus,7,Spike Lee
Drama Horror Thriller,13569,en,12/1/2006,101,Thr3e,4.8,Robby Henson
Adventure Comedy Science Fiction,7512,en,9/1/2006,84,Idiocracy,6.3,Mike Judge
Crime,356216,en,8/29/2015,110,The Rise of the Krays,4.5,Zackary Adler
Drama Crime,11798,en,9/12/2006,101,This Is England,7.4,Shane Meadows
Action Adventure Science Fiction,146631,en,12/14/2012,101,U.F.O.,3.1,Dominic Burns
Comedy Music,43546,en,7/1/1944,101,Bathing Beauty,7,George Sidney
Drama Family,61038,en,5/13/2011,105,Go for It!,4.6,Carmen Marron
Comedy Drama Family,78373,en,5/1/1998,97,"Dancer, Texas Pop. 81",10,Tim McCanlies
Music Romance,17820,en,7/13/1951,107,Show Boat,6.9,George Sidney
Drama,74457,en,8/26/2011,91,Redemption Road,4.7,Mario Van Peebles
Thriller,283384,en,8/5/2014,108,The Calling,5.6,Jason Stone
Fantasy Adventure Animation Comedy Family,19933,en,7/9/1987,90,The Brave Little Toaster,6.7,Jerry Rees
Animation Family Music,756,en,11/13/1940,124,Fantasia,7.2,David Hand
Thriller Drama,433715,en,6/15/2014,90,8 Days,0,Jaco Booyens
Horror Thriller,9728,en,8/13/1982,95,Friday the 13th Part III,5.7,Steve Miner
Horror Thriller,9731,en,3/22/1985,92,Friday the 13th: A New Beginning,5.1,Danny Steinmann
Drama,9916,en,2/9/2007,117,The Last Sin Eater,6.2,Michael Landon Jr.
Fantasy Drama,309425,en,3/20/2015,115,Do You Believe?,6.6,Jon Gunn
Thriller Romance,14156,en,6/13/2008,90,Impact Point,5.7,Hayley Cloake
Drama,43610,en,6/1/1945,119,The Valley of Decision,5.8,Tay Garnett
Thriller Drama,360339,en,10/22/2015,97,Eden,5.6,Shyam Madiraju
Comedy Romance Foreign,31163,en,4/22/2005,90,Chicken Tikka Masala,3.5,Harmage Singh Kalirai
Romance Comedy Music,297621,en,11/14/2014,90,There's Always Woodstock,5.4,Rita Merson
Action Comedy Horror,16205,en,10/9/2007,85,Jack Brooks: Monster Slayer,5.7,Jon Knautz
Drama History Romance,887,en,12/25/1946,172,The Best Years of Our Lives,7.6,William Wyler
Crime Drama,9517,en,6/15/2001,113,Bully,6.7,Larry Clark
Comedy Drama,6007,en,3/16/2001,89,Elling,7,Petter N\u00e6ss
Drama Crime,364083,en,10/16/2015,126,Mi America,0,Robert Fontaine
Horror Mystery,8329,es,4/10/2007,78,[REC],7.1,Jaume Balaguer\u00f3
Drama Mystery Thriller,69640,en,10/3/2010,88,Lies in Plain Sight,4.5,Patricia Cardoso
,371085,en,1/1/2015,0,Sharkskin,0,
Thriller Horror Science Fiction,347548,en,7/9/2015,77,Containment,5.1,Neil Mcenery-West
Adventure Drama Western,322443,de,2/27/2015,81,The Timber,4.1,Anthony O'Brien
Action Thriller Adventure,657,en,10/11/1963,115,From Russia with Love,6.9,Terence Young
Comedy Horror Action,28165,en,2/24/1989,96,The Toxic Avenger Part II,5.3,Lloyd Kaufman
Comedy Romance Science Fiction,11561,en,12/17/1973,89,Sleeper,7,Woody Allen
Horror Thriller,270303,en,2/4/2015,100,It Follows,6.6,David Robert Mitchell
Comedy,11624,en,8/6/1972,88,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.6,Woody Allen
Crime Drama,595,en,12/25/1962,129,To Kill a Mockingbird,8,Robert Mulligan
Adventure Action Thriller Science Fiction,8810,en,12/24/1981,95,Mad Max 2: The Road Warrior,7.3,George Miller
Action Comedy,12207,cn,2/3/1994,102,The Legend of Drunken Master,7.2,Liu Chia-Liang
Crime Drama,226,en,9/2/1999,118,Boys Don't Cry,7.2,Kimberly Peirce
Horror Mystery,92182,en,1/21/2011,85,Silent House,5.2,Chris Kentis
Drama Thriller,582,de,3/15/2006,137,The Lives of Others,7.9,Florian Henckel von Donnersmarck
Drama,72213,en,9/30/2011,129,Courageous,6.8,Alex Kendrick
Drama,990,en,9/25/1961,134,The Hustler,7.6,Robert Rossen
Adventure Drama Romance,55604,en,8/30/1940,119,Boom Town,6.5,Jack Conway
Adventure Animation Comedy Drama,9662,fr,6/11/2003,80,The Triplets of Belleville,7.3,Sylvain Chomet
Drama Comedy,20862,en,1/16/1998,89,Smoke Signals,6.6,Chris Eyre
Comedy Drama,2771,en,8/15/2003,101,American Splendor,7.1,Shari Springer Berman
Drama Romance,80,en,2/10/2004,80,Before Sunset,7.6,Richard Linklater
Drama Thriller,55,es,6/16/2000,154,Amores perros,7.6,Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu
Crime Drama,11023,en,8/20/2003,100,Thirteen,6.7,Catherine Hardwicke
Drama Romance,33667,en,11/11/1947,118,Gentleman's Agreement,6.8,Elia Kazan
Drama,39013,en,6/11/2010,100,Winter's Bone,6.8,Debra Granik
Documentary Action Adventure,11194,en,9/5/2003,106,Touching the Void,7.6,Kevin Macdonald
Drama Music Romance,43839,en,5/24/1938,106,Alexander's Ragtime Band,4.8,Henry King
Comedy Drama,1382,en,6/17/2005,90,Me and You and Everyone We Know,7,Miranda July
Documentary,44639,en,10/8/2010,109,Inside Job,7.7,Charles Ferguson
Drama Music Romance,301351,en,8/26/2015,96,We Are Your Friends,6.3,Max Joseph
Crime Drama,4816,en,9/13/1999,116,Ghost Dog: The Way of the Samurai,7.2,Jim Jarmusch
Crime Drama Thriller Action,7873,en,9/11/2005,120,Harsh Times,6.3,David Ayer
Crime Drama Thriller,331190,en,9/17/2015,97,Captive,5.6,Jerry Jameson
Comedy Drama Romance,15186,en,8/2/2002,96,Full Frontal,4.8,Steven Soderbergh
Horror,17994,en,12/31/1986,98,Witchboard,5.9,Kevin Tenney
Romance Drama Comedy,1378,en,5/20/2006,101,Shortbus,6.3,John Cameron Mitchell
Drama Animation War,8885,he,6/25/2008,90,Waltz with Bashir,7.8,Ari Folman
,48382,en,9/12/2003,120,"The Book of Mormon Movie, Volume 1: The Journey",5,
Documentary,12901,en,7/27/2007,102,No End in Sight,7.2,Charles Ferguson
Drama Romance,250124,en,8/7/2015,98,The Diary of a Teenage Girl,6.8,Marielle Heller
Documentary,14284,en,1/19/2007,109,In the Shadow of the Moon,7.6,David Sington
Drama Western,57120,en,9/5/2010,104,Meek's Cutoff,6.5,Kelly Reichardt
History Documentary,12228,en,2/11/2005,92,Inside Deep Throat,6.8,Fenton Bailey
Drama Action Thriller,22617,en,9/1/2000,99,Dinner Rush,7.1,Bob Giraldi
Comedy Drama,55561,en,1/1/1997,96,Clockwatchers,5.6,Jill Sprecher
Comedy,42889,en,9/10/2010,120,The Virginity Hit,4.6,Huck Botko
Action Thriller,10656,fr,4/10/1985,104,Subway,6.3,Luc Besson
Comedy Drama,24363,en,4/15/2005,97,House of D,6.1,David Duchovny
Comedy Horror,13121,en,1/19/2007,94,Teeth,5.2,Mitchell Lichtenstein
Action Adventure Science Fiction,24746,en,9/18/1998,91,Six-String Samurai,5.8,Lance Mungia
,325140,en,5/26/2000,0,Hum To Mohabbat Karega,0,
Drama Comedy Music,12109,en,9/12/2004,90,It's All Gone Pete Tong,7.1,Michael Dowse
Comedy,27023,en,6/10/2009,84,Saint John of Las Vegas,5.9,Hue Rhodes
Comedy Drama Romance,22913,en,8/31/1997,96,24 7: Twenty Four Seven,6.3,Shane Meadows
Drama,273899,en,9/18/2015,129,Stonewall,5.2,Roland Emmerich
Animation Family Foreign,20653,en,10/24/2008,93,Roadside Romeo,6.7,
Drama Action Thriller,67373,en,1/1/2005,100,This Thing of Ours,5,Danny Provenzano
Adventure Family,171759,en,3/1/2013,97,The Lost Medallion: The Adventures of Billy Stone,5.6,Bill Muir
Comedy Drama Music Romance,206296,en,11/3/2014,94,The Last Five Years,5.5,Richard LaGravenese
Comedy Drama Mystery Thriller,35219,en,1/16/2009,95,The Missing Person,6.4,Noah Buschel
Comedy Science Fiction Romance Horror,28260,en,10/1/1993,97,Return of the Living Dead 3,5.9,Brian Yuzna
Drama Action Romance,7515,en,2/10/2005,92,London,6.1,Hunter Richards
